reference_organ,as_label,cell_label,cell_id
HeartV1.1,left cardiac atrium,CD16+Mo,CL:0002396
HeartV1.1,left cardiac atrium,Adip1,CL:0000136
Heart,heart left ventricle,vCM2,CL:0002131
Heart,heart left ventricle,Purkinje_cell,CL:0002068
Heart,left cardiac atrium,Atrial Cardiomyocyte,CL:0002129
Heart,left cardiac atrium,Adipocyte,CL:0000136
Heart,left cardiac atrium,Mesothelial,CL:0000077
Heart,left cardiac atrium,Fibroblast,CL:0000057
Heart,left cardiac atrium,Pericyte,CL:0000669
Heart,left cardiac atrium,Endocardial,CL:0002350
Heart,left cardiac atrium,Arterial Endothelial,CL:1000413
Heart,left cardiac atrium,Macrophage,CL:0000235
Heart,left cardiac atrium,Capillary Endothelial,CL:0002144
Heart,left cardiac atrium,Mast,CL:0000097
Heart,left cardiac atrium,Smooth Muscle,CL:0000192
Heart,left cardiac atrium,NK,CL:0000623
Heart,left cardiac atrium,Lymphatic Endothelial,CL:0002138
Heart,left cardiac atrium,Neuronal,CL:0002573
Heart,left cardiac atrium,T,CL:0000084
Heart,left cardiac atrium,Monocyte/cDC,CL:0011031
Heart,left cardiac atrium,Venous Endothelial,CL:1000414
Heart,left cardiac atrium,B,CL:0000236
Heart,left cardiac atrium,Ventricular Cardiomycoyte,CL:0002131
Heart,left cardiac atrium,Endothelial,CL:0000115
Heart,left cardiac atrium,aCM1,CL:0002129
Heart,left cardiac atrium,Adip1,CL:0000136
Heart,left cardiac atrium,Meso,CL:0000077
Heart,left cardiac atrium,FB1,CL:0000057
Heart,left cardiac atrium,PC3_str,CL:0000669
Heart,left cardiac atrium,EC7_endocardial,CL:0002350
Heart,left cardiac atrium,EC5_art,CL:1000413
Heart,left cardiac atrium,LYVE1+MP_cycling,CL:0000235
Heart,left cardiac atrium,EC1_cap,CL:0002144
Heart,left cardiac atrium,SMC1_basic,CL:0000359
Heart,left cardiac atrium,CD8+T_trans,CL:0000625
Heart,left cardiac atrium,CD8+T_cytox,CL:0000794
Heart,left cardiac atrium,EC8_ln,CL:0002138
Heart,left cardiac atrium,NC1_glial,CL:0010020
Heart,left cardiac atrium,vCM1,CL:0002131
Heart,left cardiac atrium,CD4+T_act,CL:0001043
Heart,left cardiac atrium,DC,CL:0000451
Heart,left cardiac atrium,EC6_ven,CL:0002543
Heart,left cardiac atrium,CD8+T_te,CL:0001050
Heart,left cardiac atrium,CD16+Mo,CL:0002396
Heart,left cardiac atrium,NK_CD16hi,CL:0000939
Heart,left cardiac atrium,CD4+T_naive,CL:0000895
Heart,left cardiac atrium,EC4_immune,CL:0000115
Heart,left cardiac atrium,MAIT-like,CL:0000791
Heart,left cardiac atrium,CD8+T_em,CL:0000913
Heart,left cardiac atrium,CD14+Mo,CL:0002057
Heart,left cardiac atrium,CD4+T_Tfh,CL:0000492
Heart,right cardiac atrium,Fibroblast,CL:0000057
Heart,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129
Heart,right cardiac atrium,Pericyte,CL:0000669
Heart,right cardiac atrium,Capillary Endothelial,CL:0002144
Heart,right cardiac atrium,NK,CL:0000623
Heart,right cardiac atrium,Macrophage,CL:0000235
Heart,right cardiac atrium,Neuronal,CL:0002573
Heart,right cardiac atrium,Endocardial,CL:0002350
Heart,right cardiac atrium,Endothelial,CL:0000115
Heart,right cardiac atrium,Adipocyte,CL:0000136
Heart,right cardiac atrium,Smooth Muscle,CL:0000192
Heart,right cardiac atrium,Monocyte/cDC,CL:0011031
Heart,right cardiac atrium,T,CL:0000084
Heart,right cardiac atrium,Arterial Endothelial,CL:1000413
Heart,right cardiac atrium,Mast,CL:0000097
Heart,right cardiac atrium,Venous Endothelial,CL:1000414
Heart,right cardiac atrium,Ventricular Cardiomycoyte,CL:0002131
Heart,right cardiac atrium,B,CL:0000236
Heart,right cardiac atrium,FB2,CL:0000057
Heart,right cardiac atrium,aCM4,CL:0002129
Heart,right cardiac atrium,PC2_atria,CL:0000669
Heart,right cardiac atrium,EC6_ven,CL:0002543
Heart,right cardiac atrium,CD8+T_trans,CL:0000625
Heart,right cardiac atrium,MoMP,CL:0000235
Heart,right cardiac atrium,NC1_glial,CL:0010020
Heart,right cardiac atrium,EC7_endocardial,CL:0002350
Heart,right cardiac atrium,EC1_cap,CL:0002144
Heart,right cardiac atrium,CD4+T_naive,CL:0000895
Heart,right cardiac atrium,Adip1,CL:0000136
Heart,right cardiac atrium,CD14+Mo,CL:0002057
Heart,right cardiac atrium,SMC2_art,CL:0000359
Heart,right cardiac atrium,CD16+Mo,CL:0002396
Heart,right cardiac atrium,DC,CL:0000451
Heart,right cardiac atrium,EC5_art,CL:1000413
Heart,right cardiac atrium,EC4_immune,CL:0000115
Heart,right cardiac atrium,NK_CD16hi,CL:0000939
Heart,right cardiac atrium,CD4+T_act,CL:0001043
Heart,right cardiac atrium,CD8+T_em,CL:0000913
Heart,right cardiac atrium,vCM1,CL:0002131
Heart,right cardiac atrium,CD8+T_cytox,CL:0000794
Heart,right cardiac atrium,B_plasma,CL:0000786
Heart,right cardiac atrium,CD8+T_te,CL:0001050
Heart,heart right ventricle,FB2,CL:0000057
Heart,heart right ventricle,NC2_glial_NGF+,CL:0010020
Heart,heart right ventricle,LYVE1+MP_cycling,CL:0000235
Heart,heart left ventricle,vCM3_stressed,CL:0002131
Heart,heart left ventricle,LYVE1+TIMD4+MP,CL:0000235
Heart,interventricular septum,PC3_str,CL:0000669
Heart,interventricular septum,vCM3_stressed,CL:0002131
Heart,interventricular septum,LYVE1+TIMD4+MP,CL:0000235
Heart,heart right ventricle,vCM3_stressed,CL:0002131
Heart,heart right ventricle,LYVE1+TIMD4+MP,CL:0000235
Heart,left cardiac atrium,aCM3,CL:0002129
Heart,left cardiac atrium,EC10_CMC-like,CL:0000115
Heart,left cardiac atrium,SMC2_art,CL:0000359
Heart,left cardiac atrium,LYVE1+TIMD4+MP,CL:0000235
Heart,left cardiac atrium,B_plasma,CL:0000786
Heart,left cardiac atrium,CD4+T_Th2,CL:0000546
Heart,left cardiac atrium,NK_CD56hi,CL:0000938
Heart,heart left ventricle,aCM3,CL:0002129
Heart,heart left ventricle,CD4+T_reg,CL:0000792
Heart,right cardiac atrium,Mesothelial,CL:0000077
Heart,right cardiac atrium,FB3,CL:0000057
Heart,right cardiac atrium,aCM2,CL:0002129
Heart,right cardiac atrium,LYVE1+TIMD4+MP,CL:0000235
Heart,right cardiac atrium,Meso,CL:0000077
Heart,right cardiac atrium,SMC1_basic,CL:0000359
Heart,right cardiac atrium,NK_CD56hi,CL:0000938
Heart,right cardiac atrium,Adip3,CL:0000136
Heart,heart right ventricle,PC2_atria,CL:0000669
Heart,interventricular septum,FB1,CL:0000057
HeartV1.1,left cardiac atrium,Lymphatic Endothelial,CL:0002138
HeartV1.1,left cardiac atrium,T,CL:0000084
HeartV1.1,left cardiac atrium,Mesothelial,CL:0000077
HeartV1.1,left cardiac atrium,Venous Endothelial,CL:1000414
HeartV1.1,left cardiac atrium,Ventricular Cardiomycoyte,CL:0002131
HeartV1.1,left cardiac atrium,Mast,CL:0000097
HeartV1.1,left cardiac atrium,B,CL:0000236
HeartV1.1,left cardiac atrium,NK,CL:0000623
HeartV1.1,left cardiac atrium,aCM1,CL:0002129
HeartV1.1,left cardiac atrium,FB2,CL:0000057
HeartV1.1,left cardiac atrium,SMC2_art,CL:0000359
HeartV1.1,left cardiac atrium,EC1_cap,CL:0002144
HeartV1.1,left cardiac atrium,vCM1,CL:0002131
HeartV1.1,left cardiac atrium,EC8_ln,CL:0002138
HeartV1.1,left cardiac atrium,LYVE1+TIMD4+MP,CL:0000235
HeartV1.1,left cardiac atrium,EC6_ven,CL:0002543
HeartV1.1,left cardiac atrium,Meso,CL:0000077
HeartV1.1,left cardiac atrium,CD4+T_act,CL:0001043
HeartV1.1,left cardiac atrium,NK_CD16hi,CL:0000939
HeartV1.1,left cardiac atrium,CD14+Mo,CL:0002057
HeartV1.1,left cardiac atrium,CD8+T_cytox,CL:0000794
Heart,heart left ventricle,EC9_FB-like,CL:0000115
HeartV1.1,right cardiac atrium,Fibroblast,CL:0000057
HeartV1.1,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129
HeartV1.1,right cardiac atrium,Venous Endothelial,CL:1000414
HeartV1.1,right cardiac atrium,Endocardial,CL:0002350
HeartV1.1,right cardiac atrium,Monocyte/cDC,CL:0011031
HeartV1.1,right cardiac atrium,Smooth Muscle,CL:0000192
HeartV1.1,right cardiac atrium,Pericyte,CL:0000669
HeartV1.1,right cardiac atrium,T,CL:0000084
HeartV1.1,right cardiac atrium,Neuronal,CL:0002573
HeartV1.1,right cardiac atrium,Endothelial,CL:0000115
HeartV1.1,right cardiac atrium,Capillary Endothelial,CL:0002144
HeartV1.1,right cardiac atrium,Macrophage,CL:0000235
HeartV1.1,right cardiac atrium,Adipocyte,CL:0000136
HeartV1.1,right cardiac atrium,Arterial Endothelial,CL:1000413
HeartV1.1,right cardiac atrium,Mesothelial,CL:0000077
HeartV1.1,right cardiac atrium,NK,CL:0000623
HeartV1.1,right cardiac atrium,Ventricular Cardiomycoyte,CL:0002131
HeartV1.1,right cardiac atrium,FB2,CL:0000057
HeartV1.1,right cardiac atrium,aCM3,CL:0002129
HeartV1.1,right cardiac atrium,EC6_ven,CL:0002543
HeartV1.1,right cardiac atrium,EC7_endocardial,CL:0002350
HeartV1.1,right cardiac atrium,LYVE1+TIMD4+MP,CL:0000235
HeartV1.1,right cardiac atrium,SMC1_basic,CL:0000359
HeartV1.1,right cardiac atrium,PC2_atria,CL:0000669
HeartV1.1,right cardiac atrium,CD4+T_naive,CL:0000895
HeartV1.1,right cardiac atrium,NC1_glial,CL:0010020
HeartV1.1,right cardiac atrium,EC1_cap,CL:0002144
HeartV1.1,right cardiac atrium,CD16+Mo,CL:0002396
HeartV1.1,right cardiac atrium,Adip1,CL:0000136
HeartV1.1,right cardiac atrium,EC5_art,CL:1000413
HeartV1.1,right cardiac atrium,EC10_CMC-like,CL:0000115
HeartV1.1,right cardiac atrium,CD8+T_trans,CL:0000625
HeartV1.1,right cardiac atrium,Meso,CL:0000077
HeartV1.1,right cardiac atrium,CD8+T_te,CL:0001050
HeartV1.1,right cardiac atrium,CD4+T_act,CL:0001043
HeartV1.1,right cardiac atrium,CD8+T_em,CL:0000913
HeartV1.1,right cardiac atrium,DC,CL:0000451
HeartV1.1,right cardiac atrium,NK_CD56hi,CL:0000938
HeartV1.1,right cardiac atrium,CD8+T_cytox,CL:0000794
HeartV1.1,right cardiac atrium,CD14+Mo,CL:0002057
HeartV1.1,right cardiac atrium,NK_CD16hi,CL:0000939
Heart,heart right ventricle,MoMP,CL:0000235
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Fibroblast,CL:0000057
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Ventricular Cardiomycoyte,CL:0002131
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Pericyte,CL:0000669
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Capillary Endothelial,CL:0002144
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Neuronal,CL:0002573
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Macrophage,CL:0000235
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Venous Endothelial,CL:1000414
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Monocyte/cDC,CL:0011031
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Smooth Muscle,CL:0000192
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Arterial Endothelial,CL:1000413
Heart,Posteromedial head of posterior papillary muscle of left ventricle,T,CL:0000084
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Adipocyte,CL:0000136
Heart,Posteromedial head of posterior papillary muscle of left ventricle,B,CL:0000236
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Mast,CL:0000097
Heart,Posteromedial head of posterior papillary muscle of left ventricle,FB1,CL:0000057
Heart,Posteromedial head of posterior papillary muscle of left ventricle,vCM1,CL:0002131
Heart,Posteromedial head of posterior papillary muscle of left ventricle,PC1_vent,CL:0000669
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC4_immune,CL:0000115
Heart,Posteromedial head of posterior papillary muscle of left ventricle,LYVE1+TIMD4+MP,CL:0000235
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC5_art,CL:1000413
Heart,Posteromedial head of posterior papillary muscle of left ventricle,NC1_glial,CL:0010020
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC6_ven,CL:0002543
Heart,Posteromedial head of posterior papillary muscle of left ventricle,SMC1_basic,CL:0000359
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC2_cap,CL:0002144
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD16+Mo,CL:0002396
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC7_endocardial,CL:0002350
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_act,CL:0001043
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Adip1,CL:0000136
Heart,Posteromedial head of posterior papillary muscle of left ventricle,DC,CL:0000451
Heart,Posteromedial head of posterior papillary muscle of left ventricle,NK_CD16hi,CL:0000939
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_te,CL:0001050
Heart,heart left ventricle,EC2_cap,CL:0002144
Heart,heart right ventricle,EC2_cap,CL:0002144
Heart,interventricular septum,EC2_cap,CL:0002144
Heart,interventricular septum,CD8+T_te,CL:0001050
HeartV1.1,left cardiac atrium,DC,CL:0000451
HeartV1.1,left cardiac atrium,CD4+T_naive,CL:0000895
HeartV1.1,left cardiac atrium,CD8+T_trans,CL:0000625
HeartV1.1,left cardiac atrium,CD8+T_te,CL:0001050
HeartV1.1,left cardiac atrium,CD8+T_em,CL:0000913
Heart,heart left ventricle,aCM4,CL:0002129
HeartV1.1,right cardiac atrium,B,CL:0000236
HeartV1.1,right cardiac atrium,Mast,CL:0000097
HeartV1.1,right cardiac atrium,aCM1,CL:0002129
HeartV1.1,right cardiac atrium,NC2_glial_NGF+,CL:0010020
HeartV1.1,right cardiac atrium,B_plasma,CL:0000786
HeartV1.1,right cardiac atrium,CD4+T_Th2,CL:0000546
Heart,heart right ventricle,vCM2,CL:0002131
Heart,heart right ventricle,Meso,CL:0000077
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Endocardial,CL:0002350
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Lymphatic Endothelial,CL:0002138
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Mesothelial,CL:0000077
Heart,Posteromedial head of posterior papillary muscle of left ventricle,NK,CL:0000623
Heart,Posteromedial head of posterior papillary muscle of left ventricle,LYVE1+IGF1+MP,CL:0000235
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC3_cap,CL:0002144
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC8_ln,CL:0002138
Heart,Posteromedial head of posterior papillary muscle of left ventricle,NC2_glial_NGF+,CL:0010020
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_naive,CL:0000895
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD14+Mo,CL:0002057
Heart,heart right ventricle,EC3_cap,CL:0002144
Heart,interventricular septum,EC3_cap,CL:0002144
Heart,interventricular septum,NC2_glial_NGF+,CL:0010020
Heart,heart left ventricle,T/NK_cycling,CL:0000814
Heart,heart left ventricle,CD4+T_Th1,CL:0000545
Heart,heart left ventricle,Neut,CL:0000775
Heart,heart left ventricle,gdT,CL:0000798
Heart,left cardiac atrium,FB5,CL:0000057
Heart,left cardiac atrium,MoMP,CL:0000235
Heart,left cardiac atrium,EC3_cap,CL:0002144
Heart,left cardiac atrium,vCM2,CL:0002131
Heart,left cardiac atrium,T/NK_cycling,CL:0000814
Heart,left cardiac atrium,Neut,CL:0000775
Heart,left cardiac atrium,CD4+T_reg,CL:0000792
Heart,left cardiac atrium,CD4+T_Th1,CL:0000545
Heart,heart left ventricle,CD4+T_Th2,CL:0000546
Heart,right cardiac atrium,aCM3,CL:0002129
Heart,right cardiac atrium,EC10_CMC-like,CL:0000115
Heart,right cardiac atrium,T/NK_cycling,CL:0000814
Heart,right cardiac atrium,CD4+T_reg,CL:0000792
Heart,right cardiac atrium,Neut,CL:0000775
Heart,right cardiac atrium,MAIT-like,CL:0000791
Heart,right cardiac atrium,CD4+T_Th2,CL:0000546
Heart,right cardiac atrium,CD4+T_Th1,CL:0000545
Heart,heart right ventricle,SMC2_art,CL:0000359
Heart,heart right ventricle,Neut,CL:0000775
Heart,heart right ventricle,CD4+T_Th1,CL:0000545
Heart,heart right ventricle,gdT,CL:0000798
Heart,heart right ventricle,CD4+T_Tfh,CL:0000492
Heart,interventricular septum,EC10_CMC-like,CL:0000115
Heart,interventricular septum,Adip2,CL:0000136
Heart,interventricular septum,aCM4,CL:0002129
Heart,interventricular septum,CD4+T_Th1,CL:0000545
Heart,interventricular septum,CD4+T_Th2,CL:0000546
Heart,interventricular septum,Meso,CL:0000077
Heart,interventricular septum,Neut,CL:0000775
Heart,interventricular septum,CD4+T_reg,CL:0000792
Heart,heart right ventricle,Adip2,CL:0000136
Heart,heart right ventricle,aCM4,CL:0002129
Heart,heart right ventricle,CD4+T_Th2,CL:0000546
Heart,heart right ventricle,CD4+T_reg,CL:0000792
Heart,heart left ventricle,FB5,CL:0000057
Heart,heart left ventricle,PC2_atria,CL:0000669
Heart,heart left ventricle,CD4+T_Th17,CL:0000899
Heart,left cardiac atrium,FB2,CL:0000057
Heart,left cardiac atrium,PC2_atria,CL:0000669
Heart,left cardiac atrium,LYVE1+IGF1+MP,CL:0000235
Heart,left cardiac atrium,vCM5,CL:0002131
Heart,right cardiac atrium,aCM1,CL:0002129
Heart,right cardiac atrium,PC3_str,CL:0000669
Heart,right cardiac atrium,vCM5,CL:0002131
Heart,heart right ventricle,T/NK_cycling,CL:0000814
Heart,heart right ventricle,aCM3,CL:0002129
Heart,interventricular septum,vCM4,CL:0002131
Heart,interventricular septum,T/NK_cycling,CL:0000814
Heart,interventricular septum,ILC,CL:0001065
Heart,heart left ventricle,CD4+T_Tfh,CL:0000492
HeartV1.1,left cardiac atrium,Neut,CL:0000775
HeartV1.1,left cardiac atrium,NK_CD56hi,CL:0000938
HeartV1.1,left cardiac atrium,B_plasma,CL:0000786
HeartV1.1,left cardiac atrium,MAIT-like,CL:0000791
HeartV1.1,left cardiac atrium,CD4+T_Th1,CL:0000545
HeartV1.1,left cardiac atrium,ILC,CL:0001065
HeartV1.1,right cardiac atrium,FB4_activated,CL:0000057
HeartV1.1,right cardiac atrium,EC2_cap,CL:0002144
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Atrial Cardiomyocyte,CL:0002129
Heart,Posteromedial head of posterior papillary muscle of left ventricle,FB3,CL:0000057
Heart,Posteromedial head of posterior papillary muscle of left ventricle,vCM2,CL:0002131
Heart,Posteromedial head of posterior papillary muscle of left ventricle,aCM5,CL:0002129
Heart,Posteromedial head of posterior papillary muscle of left ventricle,B_plasma,CL:0000786
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_reg,CL:0000792
Heart,Posteromedial head of posterior papillary muscle of left ventricle,NK_CD56hi,CL:0000938
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Tfh,CL:0000492
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th2,CL:0000546
Heart,Posteromedial head of posterior papillary muscle of left ventricle,MAIT-like,CL:0000791
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Neut,CL:0000775
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_trans,CL:0000625
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_cytox,CL:0000794
Heart,Posteromedial head of posterior papillary muscle of left ventricle,ILC,CL:0001065
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD4+T_Th1,CL:0000545
Heart,Posteromedial head of posterior papillary muscle of left ventricle,CD8+T_em,CL:0000913
Heart,Posteromedial head of posterior papillary muscle of left ventricle,gdT,CL:0000798
Heart,Posteromedial head of posterior papillary muscle of left ventricle,T/NK_cycling,CL:0000814
Heart,heart left ventricle,FB3,CL:0000057
Heart,heart left ventricle,aCM5,CL:0002129
Heart,heart right ventricle,aCM5,CL:0002129
Heart,interventricular septum,FB3,CL:0000057
Heart,interventricular septum,vCM2,CL:0002131
Heart,interventricular septum,aCM5,CL:0002129
Heart,interventricular septum,CD4+T_Tfh,CL:0000492
Heart,interventricular septum,gdT,CL:0000798
Heart,heart left ventricle,FB6,CL:0000057
Heart,left cardiac atrium,ILC,CL:0001065
Heart,heart left ventricle,MoMP,CL:0000235
Heart,right cardiac atrium,FB4_activated,CL:0000057
Heart,right cardiac atrium,PC1_vent,CL:0000669
Heart,right cardiac atrium,NC2_glial_NGF+,CL:0010020
Heart,right cardiac atrium,CD4+T_Tfh,CL:0000492
Heart,right cardiac atrium,EC8_ln,CL:0002138
Heart,right cardiac atrium,ILC,CL:0001065
Heart,interventricular septum,aCM3,CL:0002129
Heart,left cardiac atrium,Adip2,CL:0000136
Heart,left cardiac atrium,EC2_cap,CL:0002144
Heart,left cardiac atrium,vCM3_stressed,CL:0002131
Heart,right cardiac atrium,Adip2,CL:0000136
Heart,right cardiac atrium,vCM3_stressed,CL:0002131
Heart,left cardiac atrium,PC1_vent,CL:0000669
Heart,right cardiac atrium,Lymphatic Endothelial,CL:0002138
HeartV1.1,left cardiac atrium,PC2_atria,CL:0000669
HeartV1.1,right cardiac atrium,Lymphatic Endothelial,CL:0002138
HeartV1.1,right cardiac atrium,Adip2,CL:0000136
HeartV1.1,right cardiac atrium,MoMP,CL:0000235
HeartV1.1,right cardiac atrium,SMC2_art,CL:0000359
HeartV1.1,right cardiac atrium,vCM3_stressed,CL:0002131
HeartV1.1,right cardiac atrium,EC8_ln,CL:0002138
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Endothelial,CL:0000115
Heart,Posteromedial head of posterior papillary muscle of left ventricle,EC1_cap,CL:0002144
Heart,Posteromedial head of posterior papillary muscle of left ventricle,Adip2,CL:0000136
HeartV1.1,left cardiac atrium,EC4_immune,CL:0000115
HeartV1.1,left cardiac atrium,CD4+T_Tfh,CL:0000492
Heart,heart left ventricle,PC4_CMC-like,CL:0000669
HeartV1.1,right cardiac atrium,PC4_CMC-like,CL:0000669
HeartV1.1,right cardiac atrium,EC4_immune,CL:0000115
HeartV1.1,right cardiac atrium,MAIT-like,CL:0000791
Heart,Posteromedial head of posterior papillary muscle of left ventricle,vCM3_stressed,CL:0002131
Heart,Posteromedial head of posterior papillary muscle of left ventricle,FB4_activated,CL:0000057
HeartV1.1,left cardiac atrium,aCM3,CL:0002129
HeartV1.1,left cardiac atrium,Adip2,CL:0000136
HeartV1.1,left cardiac atrium,FB3,CL:0000057
HeartV1.1,left cardiac atrium,vCM2,CL:0002131
HeartV1.1,left cardiac atrium,EC3_cap,CL:0002144
HeartV1.1,left cardiac atrium,T/NK_cycling,CL:0000814
HeartV1.1,right cardiac atrium,LYVE1+IGF1+MP,CL:0000235
HeartV1.1,right cardiac atrium,FB3,CL:0000057
HeartV1.1,right cardiac atrium,aCM2,CL:0002129
HeartV1.1,right cardiac atrium,vCM1,CL:0002131
HeartV1.1,right cardiac atrium,ILC,CL:0001065
Heart,heart right ventricle,aCM2,CL:0002129
Heart,Posteromedial head of posterior papillary muscle of left ventricle,FB5,CL:0000057
Heart,Posteromedial head of posterior papillary muscle of left ventricle,LYVE1+MP_cycling,CL:0000235
Heart,heart left ventricle,LYVE1+MP_cycling,CL:0000235
Heart,heart right ventricle,FB5,CL:0000057
Heart,interventricular septum,FB5,CL:0000057
Heart,interventricular septum,LYVE1+MP_cycling,CL:0000235
Lung,Lateral segmental bronchus,Interstitial Mφ perivascular,ASCTB-TEMP:interstitial-m-perivascular
Lung,Lateral segmental bronchus,Non-classical monocytes,ASCTB-TEMP:non-classical-monocytes
Lung,Lateral segmental bronchus,CD4 T cells,CL:0000624
Lung,Lateral segmental bronchus,EC general capillary,CL:4028002
Lung,Lateral segmental bronchus,Monocyte-derived Mφ,ASCTB-TEMP:monocyte-derived-m
Lung,Lateral segmental bronchus,Alveolar macrophages,CL:0000583
Lung,Lateral segmental bronchus,Classical monocytes,CL:0000860
Lung,Lateral segmental bronchus,DC2,CL:0002399
Lung,Lateral segmental bronchus,CD8 T cells,CL:0000625
Lung,Lateral segmental bronchus,AT2,CL:0002063
Lung,Lateral segmental bronchus,AT1,CL:0002062
Lung,Lateral segmental bronchus,Alveolar fibroblasts,CL:4028004
Lung,Lateral segmental bronchus,Mast cells,CL:0000097
Lung,Lateral segmental bronchus,Pericytes,CL:0009089
Lung,Lateral segmental bronchus,Transitional Club-AT2,ASCTB-TEMP:transitional-club-at2
Lung,Lateral segmental bronchus,Multiciliated (non-nasal),CL:0002145
Lung,Lateral segmental bronchus,EC venous pulmonary,CL:4033008
Lung,Lateral segmental bronchus,EC arterial,CL:1001568
Lung,Lateral segmental bronchus,Myofibroblasts,CL:0000186
Lung,Lateral segmental bronchus,EC aerocyte capillary,CL:4028003
Lung,Lateral segmental bronchus,Adventitial fibroblasts,CL:4028006
Lung,Lateral segmental bronchus,B cells,CL:0000236
Lung,Lateral segmental bronchus,Lymphatic EC differentiating,CL:0009086
Lung,Lateral segmental bronchus,Smooth muscle,CL:0000192
Lung,Lateral segmental bronchus,Ionocyte,CL:0017000
Lung,Lateral segmental bronchus,Monocyte-derived Mph,CL:1001603
Lung,Lateral segmental bronchus,pre-TB secretory,CL:0019001
Lung,Lateral segmental bronchus,Non-classical monocytes,CL:0000875
Lung,Lateral segmental bronchus,Interstitial Mph perivascular,CL:4033043
Lung,Lateral segmental bronchus,CD4 T cells,CL:0000492
Lung,Lateral segmental bronchus,Multiciliated (nasal),CL:0005012
Lung,Lateral segmental bronchus,Basal resting,CL:0002633
Lung,Lateral segmental bronchus,EC venous systemic,CL:1000414
Lung,Lateral segmental bronchus,Hillock-like,CL:0000158
Lung,Lateral segmental bronchus,Peribronchial fibroblasts,CL:0002241
Lung,Lateral segmental bronchus,Lymphatic EC differentiating,CL:0002138
Lung,Lateral segmental bronchus,Goblet (nasal),CL:0002480
Lung,Lateral segmental bronchus,SMG serous (nasal),CL:0000313
Lung,Lateral segmental bronchus,NK cells,CL:0000623
Lung,Lateral segmental bronchus,EC arterial,CL:1000413
Lung,Lateral segmental bronchus,EC general capillary,CL:0002144
Lung,Lateral segmental bronchus,CD8 T cells,CL:0000913
Lung,Lateral segmental bronchus,Migratory DCs,CL:0001056
Lung,Lateral segmental bronchus,Goblet (subsegmental),CL:1000312
Lung,Lateral segmental bronchus,Classical monocytes,CL:0000576
Lung,Lateral segmental bronchus,DC1,CL:0002394
Lung,Lateral segmental bronchus,AT0,CL:0010003
Lung,Lateral segmental bronchus,Pericytes,CL:0000669
Lung,Lateral segmental bronchus,SMG duct,CL:4033023
Lung,Lateral segmental bronchus,Alveolar Mph CCL3+,CL:4033041
Lung,Lateral segmental bronchus,Ionocyte,CL:0005006
Lung,Lateral segmental bronchus,Plasma cells,CL:0000786
Lung,Lateral segmental bronchus,Deuterosomal,CL:4033044
Lung,Lateral segmental bronchus,Neuroendocrine,CL:0000165
Lung,Lateral segmental bronchus,macrophage,CL:0000235
Lung,Lateral segmental bronchus,"CD4-positive, alpha-beta T cell",CL:0000624
Lung,Lateral segmental bronchus,vein endothelial cell,CL:0002543
Lung,Lateral segmental bronchus,non-classical monocyte,CL:0000875
Lung,Lateral segmental bronchus,neutrophil,CL:0000775
Lung,Lateral segmental bronchus,basophil,CL:0000767
Lung,Lateral segmental bronchus,type II pneumocyte,CL:0002063
Lung,Lateral segmental bronchus,club cell,CL:0000158
