FTU_partonomy	cell_type	CT_ID	CT_label	biomarker	Biomarker - type
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->secondary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->secondary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->secondary bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	MUC5B	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->secondary bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	SPDEF	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->secondary bronchus-->bronchial submucosal gland-->submucosal gland acinus	myoepithelial cell of bronchus submucosal gland	CL:4033003	myoepithelial cell of bronchus submucosal gland	ACTA2	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->secondary bronchus-->bronchial submucosal gland-->submucosal gland acinus	myoepithelial cell of bronchus submucosal gland	CL:4033003	myoepithelial cell of bronchus submucosal gland	TP63	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	FOXJ1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	TUBA1A	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	TP63	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	KRT5	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	FOXC1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	KRT14	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	MUC5B	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	SPDEF	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland acinus	myoepithelial cell of bronchus submucosal gland	CL:4033003	myoepithelial cell of bronchus submucosal gland	ACTA2	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->tertiary bronchus-->bronchial submucosal gland-->submucosal gland acinus	myoepithelial cell of bronchus submucosal gland	CL:4033003	myoepithelial cell of bronchus submucosal gland	TP63	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	FOXJ1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	TUBA1A	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	TP63	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	KRT5	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	FOXC1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	KRT14	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	MUC5B	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	SPDEF	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	myoepithelial cell of bronchus submucosal gland	CL:4033003	myoepithelial cell of bronchus submucosal gland	ACTA2	protein
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	myoepithelial cell of bronchus submucosal gland	CL:4033003	myoepithelial cell of bronchus submucosal gland	TP63	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	PECAM1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	IL7R	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	APLNR	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type II pneumocyte	CL:0002063	alveolar type II cell	Cytokeratin 1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type II pneumocyte	CL:0002063	alveolar type II cell	SFTPC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type II pneumocyte	CL:0002063	alveolar type II cell	ABCA3	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type I pneumocyte	CL:0002062	alveolar type I cell	Cytokeratin 1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type I pneumocyte	CL:0002062	alveolar type I cell	AGER	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type I pneumocyte	CL:0002062	alveolar type I cell	HOPX	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	type I pneumocyte	CL:0002062	alveolar type I cell	SEMA3B	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	lung pericyte	CL:0009089	lung pericyte	CSPG4	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	lung pericyte	CL:0009089	lung pericyte	PDGFRB	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	lung pericyte	CL:0009089	lung pericyte	TRPC6	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	FBLN1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	PCDH15	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->alveolus of lung on respiratory bronchiole	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	PLIN2	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	PECAM1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	IL7R	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	APLNR	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type II pneumocyte	CL:0002063	alveolar type II cell	Cytokeratin 1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type II pneumocyte	CL:0002063	alveolar type II cell	SFTPC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type II pneumocyte	CL:0002063	alveolar type II cell	ABCA3	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type I pneumocyte	CL:0002062	alveolar type I cell	Cytokeratin 1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type I pneumocyte	CL:0002062	alveolar type I cell	AGER	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type I pneumocyte	CL:0002062	alveolar type I cell	HOPX	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	type I pneumocyte	CL:0002062	alveolar type I cell	SEMA3B	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	lung pericyte	CL:0009089	lung pericyte	CSPG4	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	lung pericyte	CL:0009089	lung pericyte	PDGFRB	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	lung pericyte	CL:0009089	lung pericyte	TRPC6	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	FBLN1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	PCDH15	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->respiratory bronchiole-->pulmonary alveolar duct	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	PLIN2	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	PECAM1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	IL7R	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma-->pulmonary capillary	alveolar capillary type 1 endothelial cell	CL:4028002	CAP1 general capillary gCap	APLNR	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type II pneumocyte	CL:0002063	alveolar type II cell	Cytokeratin 1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type II pneumocyte	CL:0002063	alveolar type II cell	SFTPC	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type II pneumocyte	CL:0002063	alveolar type II cell	ABCA3	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type I pneumocyte	CL:0002062	alveolar type I cell	Cytokeratin 1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type I pneumocyte	CL:0002062	alveolar type I cell	AGER	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type I pneumocyte	CL:0002062	alveolar type I cell	HOPX	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	type I pneumocyte	CL:0002062	alveolar type I cell	SEMA3B	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	lung pericyte	CL:0009089	lung pericyte	CSPG4	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	lung pericyte	CL:0009089	lung pericyte	PDGFRB	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	lung pericyte	CL:0009089	lung pericyte	TRPC6	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	FBLN1	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	PCDH15	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->secondary pulmonary lobule-->terminal/ transitional bronchiole-->pulmonary acinus-->alveolus of lung-->pulmonary alveolar parenchyma	alveolar type 1 fibroblast cell	CL:4028004	alveolar type 1 fibroblast cell	PLIN2	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->lung connective tissue	secondary crest myofibroblast	CL:4033016	secondary crest myofibroblast	alpha smooth muscle actin	protein
respiratory system-->respiratory tract-->lower respiratory tract-->lung-->lung connective tissue	secondary crest myofibroblast	CL:4033016	secondary crest myofibroblast	ACTA2	protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic acinus	pancreatic acinar cell	CL:0002064	Acinar cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Major duodenal papilla	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Major duodenal papilla	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Major duodenal papilla	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Major duodenal papilla	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Hepatopancreatic ampulla	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Hepatopancreatic ampulla	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	pancreatic centro-acinar cell	CL:0002080	Centroacinar cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	pancreatic centro-acinar cell	CL:0002080	Centroacinar cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Pancreatic ductal tree-->Main pancreatic duct (Duct of Wirsung)-->Interlobular duct-->Intralobular duct-->Intercalated duct	pancreatic goblet cell	CL:1000322	Pancreatic goblet cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Extrapancreatic duct-->Common bile duct	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas-->Extrapancreatic duct-->Common bile duct	epithelial cell of exocrine pancreas	CL:1001433	Ductal epithelial cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Exocrine pancreas	macrophage	CL:0000235	Macrophage		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Endocrine pancreas-->Islet of Langerhans	pancreatic A cell	CL:0000171	Alpha cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Endocrine pancreas-->Islet of Langerhans	type B pancreatic cell	CL:0000169	Beta cell	Insulin	protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Endocrine pancreas-->Islet of Langerhans	pancreatic D cell	CL:0000173	Delta cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Endocrine pancreas-->Islet of Langerhans	pancreatic PP cell	CL:0002275	PP cell		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Endocrine pancreas-->Islet of Langerhans	macrophage	CL:0000235	Macrophage		protein
Pancreas-->Dorsal pancreas-->Head of pancreas-->Pancreas lobule-->Parenchyma of pancreas-->Endocrine pancreas-->Islet of Langerhans	macrophage	CL:0000235	Macrophage		protein
prostate gland-->prostate epithelium-->Prostate Glandular Acinus	luminal cell of prostate epithelium	CL:0002340	luminal epithelia		protein
prostate gland-->prostate epithelium-->Prostate Glandular Acinus	basal cell of prostate epithelium	CL:0002341	basal epithelia		protein
prostate gland-->prostate stroma-->prostate gland smooth muscle	smooth muscle cell of prostate	CL:1000487	prostate smooth muscle		protein
prostate gland-->prostate stroma	fibroblast of subepithelial connective tissue of prostatic gland	CL:1000301	periprostatic fibroblast		protein
prostate gland-->prostate stroma	fibroblast of connective tissue of prostate	CL:1000299	interstitial fibroblast		protein
prostate gland-->vascular system-->blood vessel-->vascular smooth muscle	vascular associated smooth muscle cell	CL:0000359	vascular associated smooth muscle cell		protein
prostate gland-->vascular system-->blood vessel	pericyte	CL:0000669	perictye		protein
skin-->Epidermis-->Stratum granulosum (SG)	epidermal Langerhans cell	CL:0002457	Langerhans cell	CD1a molecule	protein
skin-->Epidermis-->Stratum granulosum (SG)	epidermal Langerhans cell	CL:0002457	Langerhans cell	CD207 molecule	protein
skin-->Epidermis-->Stratum granulosum (SG)	epidermal Langerhans cell	CL:0002457	Langerhans cell	class II major histocompatibility complex transactivator	protein
skin-->Epidermis-->Stratum spinosum (SS)	prickle cell	CL:0000649	Keratinocytes (Spinous)	keratin 1	protein
